loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.16615983843803406,1750420856,,False,1,47b2751f,2025-06-20_14-00-56,133.1650252342224,133.1650252342224,49992,fp-10-126-142-66.eduroam-fp.privat,127.0.0.1,133.1650252342224,1
