loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17171131074428558,1750014301,,False,1,a97519c0,2025-06-15_21-05-01,113.36540985107422,113.36540985107422,69542,MacBookPro,127.0.0.1,113.36540985107422,1
