loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.178995743393898,1750014664,,False,1,bb8725a7,2025-06-15_21-11-04,137.57875299453735,137.57875299453735,71800,MacBookPro,127.0.0.1,137.57875299453735,1
