loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17070649564266205,1750015464,,False,1,11442_00026,2025-06-15_21-24-24,258.80143189430237,258.80143189430237,76427,MacBookPro,127.0.0.1,258.80143189430237,1
