loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.17047572135925293,1750016729,,False,1,504082e7,2025-06-15_21-45-29,129.30434489250183,129.30434489250183,86516,MacBookPro,127.0.0.1,129.30434489250183,1
