loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.1691092997789383,1750420766,,False,1,d67df397,2025-06-20_13-59-26,121.8899278640747,121.8899278640747,49504,fp-10-126-142-66.eduroam-fp.privat,127.0.0.1,121.8899278640747,1
