loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.16678477823734283,1750016024,,False,1,0dbb8fb2,2025-06-15_21-33-44,108.1598379611969,108.1598379611969,81751,MacBookPro,127.0.0.1,108.1598379611969,1
