loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.16973048448562622,1750016061,,False,1,f6bf69b3,2025-06-15_21-34-21,118.34084987640381,118.34084987640381,81894,MacBookPro,127.0.0.1,118.34084987640381,1
